521, 130
520, 129
520, 130
520, 129
521, 129
515, 116
515, 115
514, 115
514, 115
514, 115
509, 105
509, 105
509, 106
509, 106
510, 106
512, 107
509, 105
510, 104
511, 105
512, 105
509, 103
509, 103
509, 103
508, 103
509, 103
506, 105
507, 106
506, 105
506, 104
506, 105
504, 111
506, 110
505, 110
505, 110
505, 111
503, 120
506, 122
504, 120
503, 120
502, 119
501, 128
502, 127
502, 129
501, 128
502, 128
516, 128
516, 129
515, 129
516, 129
516, 129
